mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
22	22	130/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	2	1/24			1/16	2/3	240		articStaccatoAbove				
22	22	87/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	2	1/24			1/16	2/3	241		articStaccatoAbove				
22	22	131/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	2	1/24			1/16	2/3	242		articStaccatoAbove				
22	22	263/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	2	1/24			1/16	2/3	243		articStaccatoAbove				
22	22	42	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	244						
22	22	347/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	245						
22	22	87/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	246						
22	22	351/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	247						
22	22	42	0.25		0	0	Chord	2/4	2	2	1/16			1/16	1	248		articStaccatoAbove				21
22	22	169/4	0.25		1/16	1/16	Chord	2/4	2	2	1/16			1/16	1	249		articStaccatoAbove				21
22	22	85/2	0.25		1/8	1/8	Chord	2/4	2	2	1/16			1/16	1	250		articStaccatoAbove				21
22	22	171/4	0.25		3/16	3/16	Chord	2/4	2	2	1/16			1/16	1	251		articStaccatoAbove				
23	23	44	0.875		0	0	Chord	2/4	1	1	7/32			1/8	7/4	252						20
23	23	359/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	253						
23	23	45	1.0		1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	254						22
23	23	44	0.25		0	0	Chord	2/4	1	2	1/16			1/16	1	255		articStaccatoAbove				
23	23	177/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16			1/16	1	256		articStaccatoAbove				
23	23	89/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16			1/16	1	257		articStaccatoAbove				
23	23	179/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16			1/16	1	258		articStaccatoAbove				
23	23	45	0.16666666666666666		1/4	1/4	Chord	2/4	1	2	1/24			1/16	2/3	259		articStaccatoAbove				
23	23	271/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	2	1/24			1/16	2/3	260		articStaccatoAbove				
23	23	136/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	2	1/24			1/16	2/3	261		articStaccatoAbove				
23	23	91/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	2	1/24			1/16	2/3	262		articStaccatoAbove				
23	23	137/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	2	1/24			1/16	2/3	263		articStaccatoAbove				
23	23	275/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	2	1/24			1/16	2/3	264		articStaccatoAbove				
23	23	44	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	265						23
23	23	363/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	266						
23	23	91/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	267						
23	23	367/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	268						
23	23	44	0.25		0	0	Chord	2/4	2	2	1/16			1/16	1	269		articStaccatoAbove				
23	23	177/4	0.25		1/16	1/16	Chord	2/4	2	2	1/16			1/16	1	270		articStaccatoAbove				
23	23	89/2	0.25		1/8	1/8	Chord	2/4	2	2	1/16			1/16	1	271		articStaccatoAbove				
23	23	179/4	0.25		3/16	3/16	Chord	2/4	2	2	1/16			1/16	1	272		articStaccatoAbove				
24	24	46	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	273						
24	24	93/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	274		ornamentMordent				24
24	24	95/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0						p					
24	24	95/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	275		ornamentMordent				25
24	24	46	0.25		0	0	Chord	2/4	1	2	1/16			1/16	1	276		articStaccatoAbove				
24	24	185/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16			1/16	1	277		articStaccatoAbove				
24	24	93/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16			1/16	1	278		articStaccatoAbove				
24	24	187/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16			1/16	1	279		articStaccatoAbove				
24	24	47	0.25		1/4	1/4	Chord	2/4	1	2	1/16			1/16	1	280		articStaccatoAbove				
24	24	189/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16			1/16	1	281		articStaccatoAbove				
24	24	95/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16			1/16	1	282		articStaccatoAbove				
24	24	191/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16			1/16	1	283		articStaccatoBelow				
24	24	46	0.375		0	0	Chord	2/4	2	1	3/32			1/16	3/2	284						
24	24	371/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32			1/32	1	285						
24	24	93/2	0.375		1/8	1/8	Chord	2/4	2	1	3/32			1/16	3/2	286						
24	24	375/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	287						
24	24	47	0.375		1/4	1/4	Chord	2/4	2	1	3/32			1/16	3/2	288						
24	24	379/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	289						
24	24	95/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	290						
24	24	383/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	291						
25	25	48	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	292						
25	25	97/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	293		ornamentMordent				
25	25	49	0.375		1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	294						
25	25	395/8	0.0		11/32	11/32	Dynamic	2/4	1	1	0						f					
25	25	395/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	295						
25	25	99/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	296						
25	25	399/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	297						
25	25	48	0.25		0	0	Chord	2/4	1	2	1/16			1/16	1	298		articStaccatoBelow				
25	25	193/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16			1/16	1	299		articStaccatoBelow				26
25	25	97/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16			1/16	1	300		articStaccatoBelow				
25	25	195/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16			1/16	1	301		articStaccatoBelow				
25	25	48	0.375		0	0	Chord	2/4	2	1	3/32			1/16	3/2	302						
25	25	387/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32			1/32	1	303						
25	25	97/2	0.375		1/8	1/8	Chord	2/4	2	1	3/32			1/16	3/2	304						
25	25	391/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	305						
25	25	49	0.375		1/4	1/4	Chord	2/4	2	1	3/32			1/16	3/2	306						
25	25	395/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	307						
25	25	99/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	308						
25	25	399/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	309						
26	26	50	0.16666666666666666		0	0	Chord	2/4	1	1	1/24			1/16	2/3	310						27
26	26	301/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	311						27
26	26	151/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	312						
26	26	101/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	313						28
26	26	51	0.0		1/4	1/4	StaffText	2/4	1	1	0											
26	26	51	0.375		1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	314		ornamentMordent				
26	26	411/8	0.0		11/32	11/32	Dynamic	2/4	1	1	0						p					
26	26	411/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	315						
26	26	103/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	316						
26	26	415/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	317						
26	26	50	0.375		0	0	Chord	2/4	2	1	3/32			1/16	3/2	318						
26	26	403/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32			1/32	1	319						
26	26	101/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	320						
26	26	51	0.375		1/4	1/4	Chord	2/4	2	1	3/32			1/16	3/2	321						
26	26	411/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	322						
26	26	103/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	323						
26	26	415/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	324						
27	27	52	0.16666666666666666		0	0	Chord	2/4	1	1	1/24			1/16	2/3	325						29
27	27	313/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	326						29
27	27	157/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	327						
27	27	105/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	328						30
27	27	53	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	329		ornamentMordent				
27	27	431/8	0.0		15/32	15/32	Dynamic	2/4	1	1	0						f					
27	27	431/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	330						
27	27	52	0.375		0	0	Chord	2/4	2	1	3/32			1/16	3/2	331						
27	27	419/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32			1/32	1	332						
27	27	105/2	0.0		1/8	1/8	StaffText	2/4	2	1	0								ten.			
27	27	105/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	333						
27	27	431/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	334						
28	28	54	0.75		0	0	Chord	2/4	1	1	3/16			1/8	3/2	335						
28	28	219/4	0.0625		3/16	3/16	Chord	2/4	1	1	1/64			1/64	1	336						
28	28	877/16	0.0625		13/64	13/64	Chord	2/4	1	1	1/64			1/64	1	337						
28	28	439/8	0.0625		7/32	7/32	Chord	2/4	1	1	1/64			1/64	1	338						
28	28	879/16	0.0625		15/64	15/64	Chord	2/4	1	1	1/64			1/64	1	339						
28	28	55	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	340						31
28	28	111/2	0.0		3/8	3/8	Chord	2/4	1	1	0	grace16		1/16	1	341						31
28	28	111/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	342						31
28	28	445/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	343						31
28	28	223/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	344						
28	28	54	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	345						
28	28	109/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	346						
28	28	55	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	347						
28	28	111/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	348						
28	28	111/2	0.5		3/8	3/8	Chord	2/4	2	3	1/8			1/8	1	349						
29	29		2.0	1	0	0	Chord	2/4	1	1	1/2			1/2	1	350						
29	29		1.5	1	0	0	Chord	2/4	2	1	3/8			1/4	3/2	351						
29	29		0.0	1	1/8	1/8	Dynamic	2/4	2	1	0						p					
29	29		0.5	1	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	352						
29	29		0.5	1	0	0	Chord	2/4	2	3	1/8			1/8	1	353						
29	29		0.5	1	1/8	1/8	Chord	2/4	2	3	1/8			1/8	1	354						32
29	29		0.5	1	1/4	1/4	Chord	2/4	2	3	1/8			1/8	1	355						32
29	29		0.5	1	3/8	3/8	Chord	2/4	2	3	1/8			1/8	1	356						
30	30		0.5	1	0	0	Chord	2/4	1	1	1/8			1/8	1	357						
30	30		0.5	1	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	358						33
30	30		0.5	1	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	359						33
30	30		0.5	1	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	360						
30	30		1.5	1	1/8	1/8	Chord	2/4	1	2	3/8			1/4	3/2	361						
30	30		0.5	1	0	0	Chord	2/4	2	1	1/8			1/8	1	362						
30	30		0.5	1	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	363						34
30	30		0.5	1	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	364						34
30	30		0.5	1	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	365						
30	30		0.5	1	0	0	Chord	2/4	2	2	1/8			1/8	1	366						
30	30		0.5	1	1/8	1/8	Chord	2/4	2	2	1/8			1/8	1	367						35
30	30		1.0	1	1/4	1/4	Chord	2/4	2	2	1/4			1/4	1	368						
31	31		0.5	1	0	0	Chord	2/4	1	1	1/8			1/8	1	369						36
31	31		0.375	1	1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	370		ornamentMordent				
31	31		0.0	1	7/32	7/32	Dynamic	2/4	1	1	0						f					
31	31		0.125	1	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	371						
31	31		0.5	1	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	372						37
31	31		0.375	1	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	373		ornamentTurn				
31	31		0.125	1	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	374						
31	31		0.5	1	0	0	Chord	2/4	2	1	1/8			1/8	1	375						38
31	31		0.5	1	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	376						
31	31		0.875	1	0	0	Chord	2/4	2	2	7/32			1/8	7/4	377						
31	31		0.125	1	7/32	7/32	Chord	2/4	2	2	1/32			1/32	1	378						
31	31		0.875	1	1/4	1/4	Chord	2/4	2	2	7/32			1/8	7/4	379						
31	31		0.125	1	15/32	15/32	Chord	2/4	2	2	1/32			1/32	1	380						
32	29	56	1.0	2	0	0	Chord	2/4	1	1	1/4			1/4	1	381						
32	29	56	0.5	2	0	0	Chord	2/4	2	1	1/8			1/8	1	382						
32	29	57	0.0	2	1/4	1/4	StaffText	2/4	2	1	0								ten.			
32	29	56	0.75	2	0	0	Chord	2/4	2	2	3/16			1/8	3/2	383						
32	29	227/4	0.25	2	3/16	3/16	Chord	2/4	2	2	1/16			1/16	1	384						
32	29	57	1.0	2	1/4	1/4	Chord	2/4	2	2	1/4			1/4	1	385						
33	30	58	0.875		0	0	Chord	2/4	1	1	7/32			1/8	7/4	386		ornamentTurn				
33	30	471/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	387						
33	30	59	0.125		1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	388						39
33	30	473/8	0.375		9/32	9/32	Chord	2/4	1	1	3/32			1/16	3/2	389						
33	30	119/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	390						40
33	30	477/8	0.375		13/32	13/32	Chord	2/4	1	1	3/32			1/16	3/2	391						
33	30	119/2	0.5		3/8	3/8	Chord	2/4	1	3	1/8			1/8	1	392						
33	30	58	0.875		0	0	Chord	2/4	2	1	7/32			1/8	7/4	393						
33	30	471/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	394						
33	30	59	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	395						
33	30	119/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	396						
34	31	60	1.0		0	0	Chord	2/4	1	1	1/4			1/4	1	397						41
34	31	61	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	398		ornamentTurn				
34	31	123/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	399						
34	31	495/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	400						
34	31	60	1.0		0	0	Chord	2/4	1	2	1/4			1/4	1	401						42
34	31	61	0.75		1/4	1/4	Chord	2/4	1	2	3/16			1/8	3/2	402						
34	31	495/8	0.125		15/32	15/32	Chord	2/4	1	2	1/32			1/32	1	403						
35	32	62	0.25		0	0	Chord	2/4	1	1	1/16			1/16	1	404						43
35	32	249/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	405						
35	32	125/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	406						
35	32	251/4	0.0625		3/16	3/16	Chord	2/4	1	1	1/64			1/64	1	407						
35	32	1005/16	0.0625		13/64	13/64	Chord	2/4	1	1	1/64			1/64	1	408						
35	32	503/8	0.0625		7/32	7/32	Chord	2/4	1	1	1/64			1/64	1	409						
35	32	1007/16	0.0625		15/64	15/64	Chord	2/4	1	1	1/64			1/64	1	410						
35	32	63	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	411						44
35	32	127/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	412		ornamentShortTrill				
35	32	511/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	413						
35	32	62	0.5		0	0	Chord	2/4	1	3	1/8			1/8	1	414						
35	32	62	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	415						
35	32	125/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	416						
35	32	63	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	417						
35	32	127/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	418						
36	33	64	0.125		0	0	Chord	2/4	1	1	1/32			1/32	1	419						45
36	33	513/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	420						45
36	33	257/4	0.5		1/16	1/16	Chord	2/4	1	1	1/8			1/8	1	421						
36	33	519/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	422						
36	33	65	1.0		1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	423						46
36	33	65	0.16666666666666666		1/4	1/4	Chord	2/4	1	2	1/24			1/16	2/3	424		articStaccatoAbove				
36	33	391/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	2	1/24			1/16	2/3	425		articStaccatoAbove				
36	33	196/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	2	1/24			1/16	2/3	426		articStaccatoAbove				
36	33	131/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	2	1/24			1/16	2/3	427		articStaccatoAbove				
36	33	197/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	2	1/24			1/16	2/3	428		articStaccatoAbove				
36	33	395/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	2	1/24			1/16	2/3	429		articStaccatoAbove				
36	33	64	0.0		0	0	StaffText	2/4	2	1	0								ten.			
36	33	64	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	430						
36	33	523/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	431						
36	33	131/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	432						
36	33	527/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	433						
37	34	66	0.875		0	0	Chord	2/4	1	1	7/32			1/8	7/4	434						46
37	34	535/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	435						
37	34	67	1.0		1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	436						47
37	34	66	0.25		0	0	Chord	2/4	1	2	1/16			1/16	1	437		articStaccatoAbove				
37	34	265/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16			1/16	1	438		articStaccatoAbove				
37	34	133/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16			1/16	1	439		articStaccatoAbove				
37	34	267/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16			1/16	1	440		articStaccatoAbove				
37	34	67	0.16666666666666666		1/4	1/4	Chord	2/4	1	2	1/24			1/16	2/3	441		articStaccatoAbove				
37	34	403/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	2	1/24			1/16	2/3	442		articStaccatoAbove				
37	34	202/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	2	1/24			1/16	2/3	443		articStaccatoAbove				
37	34	135/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	2	1/24			1/16	2/3	444		articStaccatoAbove				
37	34	203/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	2	1/24			1/16	2/3	445		articStaccatoAbove				
37	34	407/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	2	1/24			1/16	2/3	446		articStaccatoAbove				
37	34	66	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	447						48
37	34	539/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	448						
37	34	135/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	449						
37	34	543/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	450						
37	34	529/8	0.125		1/32	1/32	Chord	2/4	2	2	1/32			1/32	1	451		articStaccatoBelow				
37	34	265/4	0.125		1/16	1/16	Chord	2/4	2	2	1/32			1/32	1	452		articStaccatoBelow				
37	34	531/8	0.125		3/32	3/32	Chord	2/4	2	2	1/32			1/32	1	453		articStaccatoBelow				
37	34	133/2	0.125		1/8	1/8	Chord	2/4	2	2	1/32			1/32	1	454		articStaccatoBelow				
38	35	68	0.875		0	0	Chord	2/4	1	1	7/32			1/8	7/4	455						47
38	35	551/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	456						
38	35	69	1.0		1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	457						49
38	35	68	0.25		0	0	Chord	2/4	1	2	1/16			1/16	1	458		articStaccatoAbove				
38	35	273/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16			1/16	1	459		articStaccatoAbove				
38	35	137/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16			1/16	1	460		articStaccatoAbove				
38	35	275/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16			1/16	1	461		articStaccatoAbove				
38	35	553/8	0.125		9/32	9/32	Chord	2/4	1	2	1/32			1/32	1	462		articStaccatoAbove				
