mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
51	48	383/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	685						
51	48	94	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	686						
51	48	191/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	687						
52	49	96	0.375		0	0	Chord	2/4	1	1	3/32			1/16	3/2	688						
52	49	771/8	0.0		3/32	3/32	Dynamic	2/4	1	1	0						p					
52	49	771/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	689						
52	49	193/2	0.375		1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	690						
52	49	775/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	691						
52	49	97	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	692						69
52	49	195/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	693						
52	49	781/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	694						
52	49	391/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	695						
52	49	783/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	696						
52	49	96	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	697						
52	49	195/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	698						
53	50	98	0.375		0	0	Chord	2/4	1	1	3/32			1/16	3/2	699						
53	50	787/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	700						
53	50	197/2	0.375		1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	701						
53	50	791/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	702						
53	50	99	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	703						
53	50	199/2	0.0		3/8	3/8	Chord	2/4	1	1	0	grace16		1/16	1	704						
53	50	199/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	705						
53	50	797/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	706						
53	50	399/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	707						
53	50	98	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	708						
53	50	199/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	709						
54	51	100	0.75		0	0	Chord	2/4	1	1	3/16			1/8	3/2	710						
54	51	403/4	0.0625		3/16	3/16	Chord	2/4	1	1	1/64			1/64	1	711						
54	51	1613/16	0.0625		13/64	13/64	Chord	2/4	1	1	1/64			1/64	1	712						
54	51	807/8	0.0625		7/32	7/32	Chord	2/4	1	1	1/64			1/64	1	713						
54	51	1615/16	0.0625		15/64	15/64	Chord	2/4	1	1	1/64			1/64	1	714						
54	51	101	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	715						
54	51	203/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	716		ornamentShortTrill				70
54	51	305/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	717						70
54	51	611/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	718						
54	51	100	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	719						
54	51	201/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	720						
54	51	811/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	721						
54	51	203/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	722						
54	51	815/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	723						
55	52	102	0.875		0	0	Chord	2/4	1	1	7/32			1/8	7/4	724		ornamentTurn				
55	52	823/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	725						
55	52	103	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	726						71
55	52	207/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	727		ornamentShortTrill				
55	52	831/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	728						
55	52	102	0.0		0	0	Dynamic	2/4	2	1	0						f					
55	52	102	0.875		0	0	Chord	2/4	2	1	7/32			1/8	7/4	729						
55	52	823/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	730						
55	52	103	0.75		1/4	1/4	Chord	2/4	2	1	3/16			1/8	3/2	731						
55	52	831/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	732						
56	53	104	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	733						72
56	53	209/2	0.375		1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	734		ornamentTurn				
56	53	839/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	735						
56	53	105	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	736		articStaccatissimoAbove				
56	53	847/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	737						
56	53	104	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	738						
56	53	847/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	739						
57	54	106	0.25		0	0	Chord	2/4	1	1	1/16			1/16	1	740						73
57	54	425/4	0.5		1/16	1/16	Chord	2/4	1	1	1/8			1/8	1	741						
57	54	427/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	742						
57	54	107	0.375		1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	743						
57	54	859/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	744						
57	54	215/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	745						
57	54	861/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	746						
57	54	431/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	747		ornamentShortTrill				
57	54	863/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	748						
57	54	106	0.75		0	0	Chord	2/4	1	2	3/16			1/8	3/2	749						
57	54	427/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16			1/16	1	750						
57	54	107	0.25		1/4	1/4	Chord	2/4	1	2	1/16			1/16	1	751						
57	54	429/4	0.75		5/16	5/16	Chord	2/4	1	2	3/16			1/8	3/2	752						
57	54	106	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	753						
57	54	213/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	754						
57	54	107	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	755		ornamentMordent				
57	54	215/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	756						
58	55	108	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	757						74
58	55	217/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace16		1/16	1	758						
58	55	217/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	759						
58	55	869/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	760						
58	55	435/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	761						
58	55	871/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	762						
58	55	109	0.25		1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	763						75
58	55	437/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	764						
58	55	219/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	765						
58	55	877/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	766						
58	55	439/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	767		ornamentShortTrill				
58	55	879/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	768						
58	55	108	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	769						
59	56	110	1.5		0	0	Chord	2/4	1	1	3/8			1/4	3/2	770						
59	56	111	0.0		1/4	1/4	StaffText	2/4	1	1	0								ten.			
59	56	223/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	771						
59	56	447/4	0.0625		7/16	7/16	Chord	2/4	1	1	1/64			1/64	1	772						
59	56	1789/16	0.0625		29/64	29/64	Chord	2/4	1	1	1/64			1/64	1	773						
59	56	895/8	0.0625		15/32	15/32	Chord	2/4	1	1	1/64			1/64	1	774						
59	56	1791/16	0.0625		31/64	31/64	Chord	2/4	1	1	1/64			1/64	1	775						
59	56	221/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	776						
59	56	111	1.0		1/4	1/4	Chord	2/4	1	2	1/4			1/4	1	777						
60	57	112	1.5		0	0	Chord	2/4	1	1	3/8			1/4	3/2	778						
60	57	113	0.0		1/4	1/4	StaffText	2/4	1	1	0								ten.			
60	57	227/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	779						
60	57	455/4	0.0625		7/16	7/16	Chord	2/4	1	1	1/64			1/64	1	780						
60	57	1821/16	0.0625		29/64	29/64	Chord	2/4	1	1	1/64			1/64	1	781						
60	57	911/8	0.0625		15/32	15/32	Chord	2/4	1	1	1/64			1/64	1	782						
60	57	1823/16	0.0625		31/64	31/64	Chord	2/4	1	1	1/64			1/64	1	783						
60	57	225/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	784						
60	57	113	1.0		1/4	1/4	Chord	2/4	1	2	1/4			1/4	1	785						
61	58	114	0.75		0	0	Chord	2/4	1	1	3/16			1/8	3/2	786						
61	58	459/4	0.0625		3/16	3/16	Chord	2/4	1	1	1/64			1/64	1	787						
61	58	1837/16	0.0625		13/64	13/64	Chord	2/4	1	1	1/64			1/64	1	788						
61	58	919/8	0.0625		7/32	7/32	Chord	2/4	1	1	1/64			1/64	1	789						
61	58	1839/16	0.0625		15/64	15/64	Chord	2/4	1	1	1/64			1/64	1	790						
61	58	115	0.0		1/4	1/4	Chord	2/4	1	1	0	grace32		1/32	1	791						
61	58	115	0.75		1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	792						
61	58	463/4	0.0625		7/16	7/16	Chord	2/4	1	1	1/64			1/64	1	793						
61	58	1853/16	0.0625		29/64	29/64	Chord	2/4	1	1	1/64			1/64	1	794						
61	58	927/8	0.0625		15/32	15/32	Chord	2/4	1	1	1/64			1/64	1	795						
61	58	1855/16	0.0625		31/64	31/64	Chord	2/4	1	1	1/64			1/64	1	796						
61	58	114	1.0		0	0	Chord	2/4	1	2	1/4			1/4	1	797						
61	58	115	1.0		1/4	1/4	Chord	2/4	1	2	1/4			1/4	1	798						
61	58	229/2	0.5		1/8	1/8	Chord	2/4	1	4	1/8			1/8	1	799						
61	58	231/2	0.0		3/8	3/8	Chord	2/4	1	4	0	grace16		1/16	1	800						
61	58	231/2	0.5		3/8	3/8	Chord	2/4	1	4	1/8			1/8	1	801						
62	59	116	0.0		0	0	Chord	2/4	1	1	0	grace32		1/32	1	802						
62	59	116	0.75		0	0	Chord	2/4	1	1	3/16			1/8	3/2	803						
62	59	467/4	0.0625		3/16	3/16	Chord	2/4	1	1	1/64			1/64	1	804						
62	59	1869/16	0.0625		13/64	13/64	Chord	2/4	1	1	1/64			1/64	1	805						
62	59	935/8	0.0625		7/32	7/32	Chord	2/4	1	1	1/64			1/64	1	806						
62	59	1871/16	0.0625		15/64	15/64	Chord	2/4	1	1	1/64			1/64	1	807						
62	59	117	0.0		1/4	1/4	Chord	2/4	1	1	0	grace32		1/32	1	808						
62	59	117	0.75		1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	809						
62	59	471/4	0.0625		7/16	7/16	Chord	2/4	1	1	1/64			1/64	1	810						
62	59	1885/16	0.0625		29/64	29/64	Chord	2/4	1	1	1/64			1/64	1	811						
62	59	943/8	0.0625		15/32	15/32	Chord	2/4	1	1	1/64			1/64	1	812						
62	59	1887/16	0.0625		31/64	31/64	Chord	2/4	1	1	1/64			1/64	1	813						
62	59	233/2	0.0		1/8	1/8	Chord	2/4	1	2	0	grace32		1/32	1	814						
62	59	233/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	815						
62	59	235/2	0.0		3/8	3/8	Chord	2/4	1	2	0	grace32		1/32	1	816						
62	59	235/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8			1/8	1	817						
62	59	116	1.0		0	0	Chord	2/4	1	4	1/4			1/4	1	818						
62	59	117	1.0		1/4	1/4	Chord	2/4	1	4	1/4			1/4	1	819						
63	60	118	0.75		0	0	Chord	2/4	1	1	3/16			1/8	3/2	820		ornamentTurn				
63	60	475/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	821						
63	60	951/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	822						
63	60	119	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	823						
63	60	119	0.75		1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	824						
63	60	479/4	0.0625		7/16	7/16	Chord	2/4	1	1	1/64			1/64	1	825						
63	60	1917/16	0.0625		29/64	29/64	Chord	2/4	1	1	1/64			1/64	1	826						
63	60	959/8	0.0625		15/32	15/32	Chord	2/4	1	1	1/64			1/64	1	827						
63	60	1919/16	0.0625		31/64	31/64	Chord	2/4	1	1	1/64			1/64	1	828						
63	60	237/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	829						
63	60	119	0.5		1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	830						
63	60	239/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8			1/8	1	831						
63	60	118	1.0		0	0	Chord	2/4	1	4	1/4			1/4	1	832						
64	61	120	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	833						
64	61	241/2	0.08333333333333333		1/8	1/8	Chord	2/4	1	1	1/48			1/32	2/3	834						
64	61	1447/12	0.0		7/48	7/48	Dynamic	2/4	1	1	0						p					
64	61	1447/12	0.08333333333333333		7/48	7/48	Chord	2/4	1	1	1/48			1/32	2/3	835		ornamentShortTrill				
64	61	362/3	0.08333333333333333		1/6	1/6	Chord	2/4	1	1	1/48			1/32	2/3	836						
64	61	483/4	0.08333333333333333		3/16	3/16	Chord	2/4	1	1	1/48			1/32	2/3	837						
64	61	725/6	0.08333333333333333		5/24	5/24	Chord	2/4	1	1	1/48			1/32	2/3	838						
64	61	1451/12	0.08333333333333333		11/48	11/48	Chord	2/4	1	1	1/48			1/32	2/3	839						
64	61	121	0.875		1/4	1/4	Chord	2/4	1	1	7/32			1/8	7/4	840						
64	61	975/8	0.0		15/32	15/32	Dynamic	2/4	1	1	0						f					
64	61	975/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	841						
64	61	120	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	842						
64	61	241/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	843						
64	61	975/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	844						
65	62	122	0.16666666666666666		0	0	Chord	2/4	1	1	1/24			1/16	2/3	845						
65	62	733/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	846						
65	62	367/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	847						
65	62	245/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	848						76
65	62	123	0.375		1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	849		articStaccatoAbove				76
65	62	987/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	850						
65	62	247/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	851						
65	62	991/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	852						
65	62	122	1.0		0	0	Chord	2/4	1	2	1/4			1/4	1	853						
65	62	245/2	0.25		1/8	1/8	Chord	2/4	1	3	1/16			1/16	1	854						
65	62	491/4	0.25		3/16	3/16	Chord	2/4	1	3	1/16			1/16	1	855		articStaccatoAbove				
65	62	123	0.25		1/4	1/4	Chord	2/4	1	3	1/16			1/16	1	856						
65	62	493/4	0.25		5/16	5/16	Chord	2/4	1	3	1/16			1/16	1	857		articStaccatoAbove				
65	62	122	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	858						
65	62	123	1.0		1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	859						
66	63	124	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	860						77
66	63	249/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0						p					
66	63	249/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	861						
66	63	997/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	862						
66	63	499/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	863						
66	63	999/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	864						
66	63	125	0.25		1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	865						78
66	63	501/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	866						
66	63	1007/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	867						
66	63	124	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	868						
66	63	249/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	869						
66	63	1007/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	870						
67	64	126	0.25		0	0	Chord	2/4	1	1	1/16			1/16	1	871						79
67	64	505/4	0.0625		1/16	1/16	Chord	2/4	1	1	1/64			1/64	1	872						
67	64	2021/16	0.0625		5/64	5/64	Chord	2/4	1	1	1/64			1/64	1	873						
67	64	1011/8	0.0625		3/32	3/32	Chord	2/4	1	1	1/64			1/64	1	874						
67	64	2023/16	0.0625		7/64	7/64	Chord	2/4	1	1	1/64			1/64	1	875						
67	64	253/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	876						
67	64	127	0.25		1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	877						
67	64	509/4	0.0625		5/16	5/16	Chord	2/4	1	1	1/64			1/64	1	878						
67	64	2037/16	0.1875		21/64	21/64	Chord	2/4	1	1	3/64			1/32	3/2	879						
67	64	255/2	0.0625		3/8	3/8	Chord	2/4	1	1	1/64			1/64	1	880						
67	64	2041/16	0.1875		25/64	25/64	Chord	2/4	1	1	3/64			1/32	3/2	881						
67	64	511/4	0.0625		7/16	7/16	Chord	2/4	1	1	1/64			1/64	1	882						
67	64	2045/16	0.1875		29/64	29/64	Chord	2/4	1	1	3/64			1/32	3/2	883						
67	64	126	0.875		0	0	Chord	2/4	2	1	7/32			1/8	7/4	884						
67	64	1015/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	885						
67	64	255/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	886						
67	64	127	1.0		1/4	1/4	Chord	2/4	2	3	1/4			1/4	1	887						
68	65	128	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	888						80
68	65	257/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0						p					
68	65	257/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	889						
68	65	515/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	890		ornamentTurn				
68	65	129	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	891						
68	65	1039/8	0.0		15/32	15/32	Dynamic	2/4	1	1	0						f					
68	65	1039/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	892						
68	65	128	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	893						
68	65	257/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	894						
68	65	1039/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	895						
69	66	130	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	896						81
69	66	261/2	0.375		1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	897						
69	66	1047/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	898						
69	66	131	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	899						82
69	66	263/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	900						
69	66	1055/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	901						
69	66	130	0.875		0	0	Chord	2/4	1	2	7/32			1/8	7/4	902						
69	66	1047/8	0.125		7/32	7/32	Chord	2/4	1	2	1/32			1/32	1	903						
69	66	131	0.875		1/4	1/4	Chord	2/4	1	2	7/32			1/8	7/4	904						
69	66	1055/8	0.125		15/32	15/32	Chord	2/4	1	2	1/32			1/32	1	905						
69	66	130	0.875		0	0	Chord	2/4	2	1	7/32			1/8	7/4	906						
69	66	1047/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	907						
69	66	131	0.875		1/4	1/4	Chord	2/4	2	1	7/32			1/8	7/4	908						
69	66	1055/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	909						
70	67	132	0.375		0	0	Chord	2/4	1	1	3/32			1/16	3/2	910		ornamentTurn				
70	67	1059/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	911						
70	67	265/2	0.375		1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	912		ornamentTurn				
70	67	1063/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	913						
70	67	133	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	914						
70	67	267/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	915						
70	67	1069/8	0.0625		13/32	13/32	Chord	2/4	1	1	1/64			1/64	1	916						83
70	67	2139/16	0.0625		27/64	27/64	Chord	2/4	1	1	1/64			1/64	1	917						83
70	67	535/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	918						83
70	67	1071/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	919						
70	67	132	0.25		0	0	Chord	2/4	1	3	1/16			1/16	1	920						
70	67	132	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	921						
70	67	1067/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	922						
70	67	267/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	923						
