fname	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	harmony_version	annotators	score_integrity	composed_start	composed_end	composed_source	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	imslp	musicbrainz	originalFormat	pdf	typesetter	viaf	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus
wq55n06c	1: 3/4	1: 1	122	122	366.0	244	244	732.0		591.25	1224	1033	0	0	0				Amelia Brey	1765	1765	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in G Major	3	Allegro di molto	Wq.55/6					2023-07-25		Microsoft Windows			Sonata in G Major, Wq.55/6	III. Allegro di molto	Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq55n06c.mscx	False	33-88 (A1-E6)	https://imslp.org/wiki/Keyboard_Sonata_in_G_major,_H.187_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/ef3fa883-26a2-4e42-88e2-e4091b654853	mxl	https://imslp.org/wiki/Special:ReverseLookup/54222	Anna Yuferova	https://viaf.org/viaf/8236165271680010690007	Harpsichord	54-88 (F#3-E6)	Harpsichord	33-67 (A1-G4)
wq56n01	1: 6/8, 56: 3/8, 57: 6/8, 70: 3/8, 71: 6/8	1: 0	176	176	529.5	176	176	529.5		1115.92	2662	1772	0	0	0				Amelia Brey	1778	1778	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Rondo in C Major			Wq.56/1					2023-07-25		Microsoft Windows			Rondo in C Major, Wq.56/1		Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq56n01.mscx	False	34-89 (Bb1-F6)	https://imslp.org/wiki/Rondo_in_C_major,_H.260_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/b232dada-efee-421a-97eb-3d7e89bddb06	mxl	https://imslp.org/wiki/Special:ReverseLookup/106185	Anna Yuferova	https://viaf.org/viaf/9348165272312110690001	Harpsichord	52-89 (E3-F6)	Harpsichord	34-67 (Bb1-G4)
wq56n02a	1: 2/4	1: 1	73	71	146.0	142	142	284.0	(((28,), (29,)), ((72,), (73,)))	311.25	886	638	0	0	0				Amelia Brey	1774	1774	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in G Major	1	Allegretto	Wq.56/2					2023-07-25		Microsoft Windows			Sonata in G Major, Wq.56/2	I. Allegretto	Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq56n02a.mscx	False	38-88 (D2-E6)	https://imslp.org/wiki/Keyboard_Sonata_in_G_major,_H.246_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/decc81a2-4684-4588-9970-194c3a55d121	mxl	https://imslp.org/wiki/Special:ReverseLookup/54295	Anna Yuferova	https://viaf.org/viaf/8803165271510110690009	Harpsichord	57-88 (A3-E6)	Harpsichord	38-69 (D2-A4)
wq56n02b	1: 3/8	1: 3	24	24	36.0	24	24	36.0		80.88	285	190	0	0	0				Amelia Brey	1774	1774	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in G Major	2	Larghetto	Wq.56/2					2023-07-25		Microsoft Windows			Sonata in G Major, Wq.56/2	II. Larghetto	Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq56n02b.mscx	False	33-88 (A1-E6)	https://imslp.org/wiki/Keyboard_Sonata_in_G_major,_H.246_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/7af54d91-d7b1-486e-85b9-e269d9018a41	mxl	https://imslp.org/wiki/Special:ReverseLookup/54295	Anna Yuferova	https://viaf.org/viaf/8803165271510110690009	Harpsichord	58-88 (A#3-E6)	Harpsichord	33-64 (A1-E4)
wq56n02c	1: 3/4	1: 1	48	48	144.0	96	96	288.0		260.0	828	696	0	0	0				Amelia Brey	1774	1774	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in G Major	3	Allegro	Wq.56/2					2023-07-25		Microsoft Windows			Sonata in G Major, Wq.56/2	III. Allegro	Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq56n02c.mscx	False	30-89 (F#1-F6)	https://imslp.org/wiki/Keyboard_Sonata_in_G_major,_H.246_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/7ca1bbec-99a1-4726-9990-c3293d90f312	mxl	https://imslp.org/wiki/Special:ReverseLookup/54295	Anna Yuferova	https://viaf.org/viaf/8803165271510110690009	Harpsichord	54-89 (F#3-F6)	Harpsichord	30-63 (F#1-Eb4)
wq56n03	1: 3/4	1: 2, 65: 0	152	149	486.0	152	149	486.0		1138.42	1972	1376	0	0	0				Amelia Brey	1778	1778	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Rondo in D Major			Wq.56/3					2023-07-20		Microsoft Windows			Rondo in D Major, Wq.56/3		Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq56n03.mscx	False	29-89 (F1-F6)	https://imslp.org/wiki/Rondo_in_D_major,_H.261_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/c28d0d6d-bb52-40f4-a79d-9bff87fc0f5b	mxl	https://imslp.org/wiki/Special:ReverseLookup/106186	Anna Yuferova	https://viaf.org/viaf/181338981	Harpsichord	53-89 (F3-F6)	Harpsichord	29-69 (F1-A4)
wq56n04a	1: 6/8	1: -1	47	47	141.0	47	47	141.0		328.25	849	552	0	0	0				Amelia Brey	1780	1780	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in F Major	1	Andantino	Wq.56/4					2023-07-20		Microsoft Windows			Sonata in F Major, Wq.56/4	I. Andantino	Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq56n04a.mscx	False	36-89 (C2-F6)	https://imslp.org/wiki/Keyboard_Sonata_in_F_major,_H.269_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/b7ec95af-7502-4607-91ac-cd9a7a8385ca	mxl	https://imslp.org/wiki/Special:ReverseLookup/54293	Anna Yuferova	https://viaf.org/viaf/35165271931010690003	Harpsichord	55-89 (G3-F6)	Harpsichord	36-67 (C2-G4)
wq56n04b	1: 2/4	1: -1	73	73	146.0	146	146	292.0		250.5	539	408	0	0	0				Amelia Brey	1780	1780	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in F Major	2	Presto	Wq.56/4					2023-07-20		Microsoft Windows			Sonata in F Major, Wq.56/4	II. Presto	Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq56n04b.mscx	False	29-89 (F1-F6)	https://imslp.org/wiki/Keyboard_Sonata_in_F_major,_H.269_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/528d55dd-e03b-4776-8715-66d428fb0a1d	mxl	https://imslp.org/wiki/Special:ReverseLookup/54293	Anna Yuferova	https://viaf.org/viaf/35165271931010690003	Harpsichord	53-89 (F3-F6)	Harpsichord	29-65 (F1-F4)
wq56n05	1: 2/4	1: 0	172	172	344.0	172	172	344.0		949.12	2224	1534	0	0	0				Amelia Brey	1778	1778	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Rondo in A Minor			Wq.56/5					2023-07-20		Microsoft Windows			Rondo in A Minor, Wq.56/5		Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq56n05.mscx	False	31-89 (G1-F6)	https://imslp.org/wiki/Rondo_in_A_minor,_H.262_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/5b3f4742-5275-48c8-9ac6-3fb7cf048bb4	mxl	https://imslp.org/wiki/Special:ReverseLookup/106187	Anna Yuferova	https://viaf.org/viaf/184177927	Harpsichord	35-89 (B1-F6)	Harpsichord	31-74 (G1-D5)
wq56n06a	1: 3/4	1: 3	41	41	123.0	73	73	219.0		254.25	505	388	0	0	0				Amelia Brey	1780	1780	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in A Major	1	Allegretto	Wq.56/6					2023-07-20		Microsoft Windows			Sonata in A Major, Wq.56/6	I. Allegretto	Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq56n06a.mscx	False	31-89 (G1-F6)	https://imslp.org/wiki/Keyboard_Sonata_in_A_major,_H.270_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/dd6a8605-4018-4ae2-98c9-ad07ca1fcc44	mxl	https://imslp.org/wiki/Special:ReverseLookup/96452	Anna Yuferova	https://viaf.org/viaf/214743072	Harpsichord	54-89 (F#3-F6)	Harpsichord	31-66 (G1-F#4)
wq56n06b	1: 2/4	1: 0	52	52	104.0	104	104	208.0		227.88	665	531	0	0	0				Amelia Brey	1780	1780	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in A Major	2	Allegretto	Wq.56/6					2023-07-20		Microsoft Windows			Sonata in A Major, Wq.56/6	II. Allegretto	Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq56n06b.mscx	False	33-88 (A1-E6)	https://imslp.org/wiki/Keyboard_Sonata_in_A_major,_H.270_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/dd6a8605-4018-4ae2-98c9-ad07ca1fcc44	mxl	https://imslp.org/wiki/Special:ReverseLookup/96452	Anna Yuferova	https://viaf.org/viaf/214743072	Harpsichord	59-88 (B3-E6)	Harpsichord	33-68 (A1-G#4)
wq57n01	1: 4/4, 47: 12/8, 56: 4/4, 90: 13/4, 91: 4/4	1: 4, 27: 0, 38: 4, 58: 0, 78: 4	95	94	410.0	95	94	410.0		977.63	2527	1730	0	0	0				Amelia Brey	1779	1779	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Rondo in E Major			Wq.57/1					2023-07-21		Microsoft Windows			Rondo in E Major, Wq.57/1		Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq57n01.mscx	False	31-89 (G1-F6)	https://imslp.org/wiki/Rondo_in_E_major,_H.265_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/49764e5b-f7ae-4968-8537-f8cca7296050	mxl	https://imslp.org/wiki/Special:ReverseLookup/705590	Anna Yuferova	https://viaf.org/viaf/180933154/	Harpsichord	51-89 (D#3-F6)	Harpsichord	31-83 (G1-B5)
wq57n02a	1: 3/4	1: 0	41	41	123.0	82	82	246.0		183.88	735	681	0	0	0				Amelia Brey	1774	1774	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in A Minor	1	Allegro	Wq.57/2					2023-07-22		Microsoft Windows			Sonata in A Minor, Wq.57/2	I. Allegro	Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq57n02a.mscx	False	31-89 (G1-F6)	https://imslp.org/wiki/Keyboard_Sonata_in_A_minor,_H.247_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/08e9d007-4c47-485e-baf5-00bc93940142	mxl	https://imslp.org/wiki/Special:ReverseLookup/23954	Anna Yuferova	https://viaf.org/viaf/1118165271999510690008	Harpsichord	52-89 (E3-F6)	Harpsichord	31-69 (G1-A4)
wq57n02b	1: 2/4	1: -1	33	32	64.0	33	32	64.0		112.38	393	314	0	0	0				Amelia Brey	1774	1774	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in A Minor	2	Andante	Wq.57/2					2023-07-22		Microsoft Windows			Sonata in A Minor, Wq.57/2	II. Andante	Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq57n02b.mscx	False	36-89 (C2-F6)	https://imslp.org/wiki/Keyboard_Sonata_in_A_minor,_H.247_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/4ee15825-3fe3-479e-ae76-7231dcdb6f2e	mxl	https://imslp.org/wiki/Special:ReverseLookup/23954	Anna Yuferova	https://viaf.org/viaf/1118165271999510690008	Harpsichord	55-89 (G3-F6)	Harpsichord	36-63 (C2-Eb4)
wq57n02c	1: 4/4	1: 0	60	58	232.0	120	116	464.0		299.37	721	647	0	0	0				Amelia Brey	1774	1774	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in A Minor	3	Allegro di molto	Wq.57/2					2023-07-22		Microsoft Windows			Sonata in A Minor, Wq.57/2	III. Allegro di molto	Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq57n02c.mscx	False	33-89 (A1-F6)	https://imslp.org/wiki/Keyboard_Sonata_in_A_minor,_H.247_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/d0320f4f-a138-456d-9770-a6e577cb3dbd	mxl	https://imslp.org/wiki/Special:ReverseLookup/23954	Anna Yuferova	https://viaf.org/viaf/1118165271999510690008	Harpsichord	51-89 (D#3-F6)	Harpsichord	33-67 (A1-G4)
wq57n03	1: 2/4	1: 1	141	141	282.0	141	141	282.0		666.5	1563	998	0	0	0				Amelia Brey	1780	1780	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Rondo in G Major			Wq.57/3					2023-07-22		Microsoft Windows			Rondo in G Major, Wq.57/3		Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq57n03.mscx	False	31-88 (G1-E6)	https://imslp.org/wiki/Rondo_in_G_major,_H.271_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/00ec76ff-e101-44a6-8b45-5456b7824c51	mxl	https://imslp.org/wiki/Special:ReverseLookup/96454	Anna Yuferova	https://viaf.org/viaf/7426165271506010690006	Harpsichord	56-88 (G#3-E6)	Harpsichord	31-67 (G1-G4)
wq57n04a	1: 3/4	1: -1	81	81	243.0	162	162	486.0		477.25	1116	864	0	0	0				Amelia Brey	1766	1766	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in D Minor	1	Allegro moderato	Wq.57/4					2023-07-23		Microsoft Windows			Sonata in D Minor, Wq.57/4	I. Allegro moderato	Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq57n04a.mscx	False	34-89 (Bb1-F6)	https://imslp.org/wiki/Keyboard_Sonata_in_D_minor,_H.208_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/7d46a7bf-64dd-43bb-80ed-596cc4d91ed3	mxl	https://imslp.org/wiki/Special:ReverseLookup/24533	Anna Yuferova	https://viaf.org/viaf/2725165271416210690003	Harpsichord	52-89 (E3-F6)	Harpsichord	34-65 (Bb1-F4)
wq57n04b	1: 3/8	1: -2	74	73	114.5	74	73	114.5		296.88	576	304	0	0	0				Amelia Brey	1766	1766	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in D Minor	2	Cantabile e mesto	Wq.57/4					2023-07-23		Microsoft Windows			Sonata in D Minor, Wq.57/4	II. Cantabile e mesto	Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq57n04b.mscx	False	31-87 (G1-Eb6)	https://imslp.org/wiki/Keyboard_Sonata_in_D_minor,_H.208_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/e780a464-23fc-408f-b71f-ec30082d09bd	mxl	https://imslp.org/wiki/Special:ReverseLookup/24533	Anna Yuferova	https://viaf.org/viaf/2725165271416210690003	Harpsichord	57-87 (A3-Eb6)	Harpsichord	31-65 (G1-F4)
wq57n04c	1: 2/4	1: -1	52	52	104.0	104	104	208.0		238.75	477	353	0	0	0				Amelia Brey	1766	1766	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in D Minor	3	Allegro	Wq.57/4					2023-07-23		Microsoft Windows			Sonata in D Minor, Wq.57/4	III. Allegro	Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq57n04c.mscx	False	38-89 (D2-F6)	https://imslp.org/wiki/Keyboard_Sonata_in_D_minor,_H.208_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/9ed3bac3-5e4b-4b6a-bf8b-72451cba194f	mxl	https://imslp.org/wiki/Special:ReverseLookup/24533	Anna Yuferova	https://viaf.org/viaf/2725165271416210690003	Harpsichord	56-89 (G#3-F6)	Harpsichord	38-67 (D2-G4)
wq57n05	1: 2/4	1: -1	224	224	448.0	224	224	448.0		933.25	2074	1532	0	0	0				Amelia Brey	1779	1779	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Rondo in F Major			Wq.57/5					2023-07-23		Microsoft Windows			Rondo in F Major, Wq.57/5		Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq57n05.mscx	False	31-89 (G1-F6)	https://imslp.org/wiki/Rondo_in_F_major,_H.266_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/ab4979b1-205e-471f-87f5-67e84720b2bb	mxl	https://imslp.org/wiki/Special:ReverseLookup/96455	Anna Yuferova	https://viaf.org/viaf/595165271274110690002	Harpsichord	46-89 (Bb2-F6)	Harpsichord	31-67 (G1-G4)
wq57n06a	1: 4/4	1: -4	92	90	368.0	180	180	720.0	(((34,), (35,)), ((91,), (92,)))	741.33	1170	853	0	0	0				Amelia Brey	1763	1763	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in F Minor	1	Allegro assai	Wq.57/6					2023-07-24		Microsoft Windows			Sonata in F Minor, Wq.57/6	I. Allegro assai	Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq57n06a.mscx	False	34-89 (Bb1-F6)	https://imslp.org/wiki/Keyboard_Sonata_in_F_minor,_H.173_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/22b8fdea-d7dc-4de0-a8d1-458caabb88f3	mxl	https://imslp.org/wiki/Special:ReverseLookup/54294	Anna Yuferova	https://viaf.org/viaf/9293165272355810690008	Harpsichord	44-89 (Ab2-F6)	Harpsichord	34-65 (Bb1-F4)
wq57n06b	1: 4/4	1: -1	44	44	176.0	44	44	176.0		432.12	832	502	0	0	0				Amelia Brey	1763	1763	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in F Minor	2	Andante	Wq.57/6					2023-07-24		Microsoft Windows			Sonata in F Minor, Wq.57/6	II. Andante	Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq57n06b.mscx	False	34-87 (Bb1-Eb6)	https://imslp.org/wiki/Keyboard_Sonata_in_F_minor,_H.173_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/74e15639-2300-44e6-af46-1ae02e508c32	mxl	https://imslp.org/wiki/Special:ReverseLookup/54294	Anna Yuferova	https://viaf.org/viaf/9293165272355810690008	Harpsichord	50-87 (D3-Eb6)	Harpsichord	34-67 (Bb1-G4)
wq57n06c	1: 2/4	1: -4	72	70	144.0	140	140	280.0	(((36,), (37,)), ((71,), (72,)))	381.62	892	485	0	0	0				Amelia Brey	1763	1763	Packard Humanities Institute (cpebach.org)	Carl Philipp Emanuel Bach	Sonata in F Minor	3	Andantino grazioso	Wq.57/6					2023-07-24		Microsoft Windows			Sonata in F Minor, Wq.57/6	III. Andantino grazioso	Carl Philipp Emanuel Bach	3.6.2	1.2.12	MS3	MS3/wq57n06c.mscx	False	32-89 (Ab1-F6)	https://imslp.org/wiki/Keyboard_Sonata_in_F_minor,_H.173_(Bach,_Carl_Philipp_Emanuel)	https://musicbrainz.org/work/0af2ab1e-5c48-4a1f-ab70-4346b783375e	mxl	https://imslp.org/wiki/Special:ReverseLookup/54294	Anna Yuferova	https://viaf.org/viaf/9293165272355810690008	Harpsichord	51-89 (Eb3-F6)	Harpsichord	32-65 (Ab1-F4)
